交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/05/21,TXO,202107  ,17900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18000.0000,買權,52,71,52,60,88,60,240,51,62,298,25,,一般,
2021/05/21,TXO,202107  ,18000.0000,買權,43.5,43.5,40,40,3,-,-,30,51,298,25,,盤後,
2021/05/21,TXO,202107  ,18000.0000,賣權,-,-,-,-,0,1920,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18100.0000,買權,48,49,48,49,40,49,45,2.9,193,221,30,,一般,
2021/05/21,TXO,202107  ,18100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18100.0000,賣權,-,-,-,-,0,2010,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18200.0000,買權,42.5,52,42.5,43,25,43,42,39.5,50,214,26,,一般,
2021/05/21,TXO,202107  ,18200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18200.0000,賣權,-,-,-,-,0,2100,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18300.0000,買權,45,45,36.5,36.5,2,36.5,25,34,47.5,104,24,,一般,
2021/05/21,TXO,202107  ,18300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18300.0000,賣權,-,-,-,-,0,2190,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18400.0000,買權,31,31,31,31,20,31,43,28.5,43,153,21.5,,一般,
2021/05/21,TXO,202107  ,18400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18400.0000,賣權,-,-,-,-,0,2290,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18500.0000,買權,28,33.5,28,33.5,3,29,27,26,171,105,15.5,,一般,
2021/05/21,TXO,202107  ,18500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18500.0000,賣權,-,-,-,-,0,2390,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18600.0000,買權,25,27,25,26.5,5,26.5,23,20.5,34.5,100,17.5,,一般,
2021/05/21,TXO,202107  ,18600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18600.0000,賣權,-,-,-,-,0,2480,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18700.0000,買權,21,21,21,21,20,21,27,17.5,31.5,106,21,,一般,
2021/05/21,TXO,202107  ,18700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18700.0000,賣權,-,-,-,-,0,2580,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18800.0000,買權,18.5,18.5,18.5,18.5,20,18.5,27,14,28,101,15.5,,一般,
2021/05/21,TXO,202107  ,18800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18800.0000,賣權,-,-,-,-,0,2680,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18900.0000,買權,16.5,16.5,16.5,16.5,20,16.5,22,0.9,22,82,16.5,,一般,
2021/05/21,TXO,202107  ,18900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,18900.0000,賣權,-,-,-,-,0,2770,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,18900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19000.0000,買權,15,15,15,15,2,15,29,0.8,156,79,12,,一般,
2021/05/21,TXO,202107  ,19000.0000,買權,12,12,12,12,1,-,-,1.6,12,79,12,,盤後,
2021/05/21,TXO,202107  ,19000.0000,賣權,-,-,-,-,0,2870,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19100.0000,買權,-,-,-,-,0,13,40,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19100.0000,賣權,-,-,-,-,0,2970,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19200.0000,買權,16.5,16.5,12,12,4,12,22,8.6,16.5,60,11,,一般,
2021/05/21,TXO,202107  ,19200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19200.0000,賣權,-,-,-,-,0,3070,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19300.0000,買權,-,-,-,-,0,9.4,18,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19300.0000,賣權,-,-,-,-,0,3170,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19400.0000,買權,-,-,-,-,0,7.9,4,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19400.0000,賣權,-,-,-,-,0,3260,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19500.0000,買權,-,-,-,-,0,7.3,16,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19500.0000,賣權,-,-,-,-,0,3360,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19600.0000,買權,-,-,-,-,0,7,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19600.0000,賣權,-,-,-,-,0,3460,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19700.0000,買權,-,-,-,-,0,6.7,1,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19700.0000,賣權,-,-,-,-,0,3560,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19800.0000,買權,-,-,-,-,0,6.4,2,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19800.0000,賣權,-,-,-,-,0,3660,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19900.0000,買權,-,-,-,-,0,6.1,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,19900.0000,賣權,-,-,-,-,0,3760,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,19900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20000.0000,買權,-,-,-,-,0,5.8,19,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,20000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20000.0000,賣權,-,-,-,-,0,3860,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,20000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20100.0000,買權,10,10,10,10,1,5.5,11,0.2,135,18,6.3,,一般,
2021/05/21,TXO,202107  ,20100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20100.0000,賣權,-,-,-,-,0,3960,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,20100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20200.0000,買權,-,-,-,-,0,5.2,1,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,20200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20200.0000,賣權,-,-,-,-,0,4060,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,20200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20300.0000,買權,9.3,9.3,4,4.9,8,4.9,14,5,9,15.5,4,,一般,
2021/05/21,TXO,202107  ,20300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202107  ,20300.0000,賣權,-,-,-,-,0,4160,0,-,-,-,-,,一般,
2021/05/21,TXO,202107  ,20300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,13600.0000,買權,-,-,-,-,0,2500,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,13600.0000,賣權,170,170,168,168,7,168,7,50,306,170,168,,一般,
2021/05/21,TXO,202108  ,13700.0000,買權,-,-,-,-,0,2420,2,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,13700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,13700.0000,賣權,203,203,200,200,2,184,10,170,317,247,123,,一般,
2021/05/21,TXO,202108  ,13700.0000,賣權,225,225,225,225,1,-,-,123,-,247,123,,盤後,
2021/05/21,TXO,202108  ,13800.0000,買權,-,-,-,-,0,2330,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,13800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,13800.0000,賣權,195,195,185,185,3,200,3,72,328,195,185,,一般,
2021/05/21,TXO,202108  ,13800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,13900.0000,買權,-,-,-,-,0,2250,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,13900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,13900.0000,賣權,230,230,230,230,1,218,0,184,218,285,230,,一般,
2021/05/21,TXO,202108  ,13900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14000.0000,買權,-,-,-,-,0,2170,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14000.0000,賣權,-,-,-,-,0,233,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14100.0000,買權,-,-,-,-,0,2080,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14100.0000,賣權,-,-,-,-,0,249,5,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14200.0000,買權,-,-,-,-,0,2000,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14200.0000,賣權,266,266,266,266,1,266,6,229,261,327,266,,一般,
2021/05/21,TXO,202108  ,14200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14300.0000,買權,-,-,-,-,0,1900,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14300.0000,賣權,-,-,-,-,0,272,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14400.0000,買權,-,-,-,-,0,1810,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14400.0000,賣權,278,278,278,278,1,278,1,138,417,278,278,,一般,
2021/05/21,TXO,202108  ,14400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14500.0000,買權,-,-,-,-,0,1730,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14500.0000,賣權,-,-,-,-,0,294,1,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14600.0000,買權,-,-,-,-,0,1640,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14600.0000,賣權,-,-,-,-,0,312,5,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14700.0000,買權,-,-,-,-,0,1560,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14700.0000,賣權,-,-,-,-,0,330,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14800.0000,買權,-,-,-,-,0,1480,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14800.0000,賣權,-,-,-,-,0,349,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14900.0000,買權,-,-,-,-,0,1400,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,14900.0000,賣權,-,-,-,-,0,370,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,14900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15000.0000,買權,-,-,-,-,0,1330,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15000.0000,賣權,-,-,-,-,0,392,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15100.0000,買權,-,-,-,-,0,1250,14,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15100.0000,買權,1040,1040,1040,1040,14,-,-,45,-,1050,1040,,盤後,
2021/05/21,TXO,202108  ,15100.0000,賣權,-,-,-,-,0,415,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15200.0000,買權,-,-,-,-,0,1170,1,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15200.0000,買權,1010,1010,1010,1010,1,-,-,200,-,1010,1010,,盤後,
2021/05/21,TXO,202108  ,15200.0000,賣權,-,-,-,-,0,440,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15300.0000,買權,1120,1130,1070,1100,72,1110,60,1010,1280,1130,1020,,一般,
2021/05/21,TXO,202108  ,15300.0000,買權,1020,1040,1020,1040,60,-,-,880,-,1040,1020,,盤後,
2021/05/21,TXO,202108  ,15300.0000,賣權,-,-,-,-,0,473,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15400.0000,買權,1040,1040,1040,1040,30,1040,30,1040,1100,1040,1040,,一般,
2021/05/21,TXO,202108  ,15400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15400.0000,賣權,-,-,-,-,0,505,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15500.0000,買權,990,990,975,975,40,975,40,980,1040,990,795,,一般,
2021/05/21,TXO,202108  ,15500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15500.0000,賣權,-,-,-,-,0,540,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15600.0000,買權,850,910,850,910,30,910,60,915,970,910,730,,一般,
2021/05/21,TXO,202108  ,15600.0000,買權,730,730,730,730,40,-,-,143,-,730,730,,盤後,
2021/05/21,TXO,202108  ,15600.0000,賣權,-,-,-,-,0,575,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15700.0000,買權,850,850,850,850,20,850,20,855,905,850,850,,一般,
2021/05/21,TXO,202108  ,15700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15700.0000,賣權,-,-,-,-,0,615,1,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15800.0000,買權,845,845,790,790,40,790,41,795,845,845,630,,一般,
2021/05/21,TXO,202108  ,15800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15800.0000,賣權,-,-,-,-,0,655,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,15900.0000,買權,700,735,700,735,30,735,26,735,790,735,580,,一般,
2021/05/21,TXO,202108  ,15900.0000,買權,580,580,580,580,16,-,-,107,-,580,580,,盤後,
2021/05/21,TXO,202108  ,15900.0000,賣權,-,-,-,-,0,700,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,15900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16000.0000,買權,-,-,-,-,0,680,1,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,16000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16000.0000,賣權,720,720,720,720,20,745,20,735,785,720,720,,一般,
2021/05/21,TXO,202108  ,16000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16100.0000,買權,630,630,630,630,10,630,10,635,680,630,630,,一般,
2021/05/21,TXO,202108  ,16100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16100.0000,賣權,855,855,855,855,10,795,10,785,945,855,855,,一般,
2021/05/21,TXO,202108  ,16100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16200.0000,買權,570,580,550,580,22,580,31,580,630,580,484,,一般,
2021/05/21,TXO,202108  ,16200.0000,買權,484,484,484,484,10,-,-,73,680,484,484,,盤後,
2021/05/21,TXO,202108  ,16200.0000,賣權,825,825,825,825,20,845,20,830,885,825,825,,一般,
2021/05/21,TXO,202108  ,16200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16300.0000,買權,585,585,585,585,1,535,2,530,580,585,410,,一般,
2021/05/21,TXO,202108  ,16300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16300.0000,賣權,875,875,875,875,2,900,2,885,940,875,875,,一般,
2021/05/21,TXO,202108  ,16300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16400.0000,買權,489,489,489,489,11,489,10,494,535,489,489,,一般,
2021/05/21,TXO,202108  ,16400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16400.0000,賣權,965,965,915,915,42,955,30,935,985,965,915,,一般,
2021/05/21,TXO,202108  ,16400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16500.0000,買權,447,447,447,447,10,447,10,450,490,447,447,,一般,
2021/05/21,TXO,202108  ,16500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16500.0000,賣權,-,-,-,-,0,1010,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,16500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16600.0000,買權,408,408,408,408,10,408,10,289,565,408,408,,一般,
2021/05/21,TXO,202108  ,16600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16600.0000,賣權,1080,1080,1080,1080,30,1070,30,940,1210,1080,1080,,一般,
2021/05/21,TXO,202108  ,16600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16700.0000,買權,348,348,348,348,1,371,1,371,412,348,348,,一般,
2021/05/21,TXO,202108  ,16700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16700.0000,賣權,-,-,-,-,0,1130,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,16700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16800.0000,買權,-,-,-,-,0,341,2,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,16800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16800.0000,賣權,-,-,-,-,0,1200,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,16800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16900.0000,買權,-,-,-,-,0,313,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,16900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,16900.0000,賣權,-,-,-,-,0,1280,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,16900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17000.0000,買權,-,-,-,-,0,287,2,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17000.0000,賣權,-,-,-,-,0,1350,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17100.0000,買權,-,-,-,-,0,262,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17100.0000,賣權,-,-,-,-,0,1430,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17200.0000,買權,-,-,-,-,0,240,4,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17200.0000,賣權,-,-,-,-,0,1500,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17300.0000,買權,-,-,-,-,0,219,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17300.0000,賣權,-,-,-,-,0,1580,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17400.0000,買權,-,-,-,-,0,199,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17400.0000,賣權,-,-,-,-,0,1660,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17500.0000,買權,-,-,-,-,0,181,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17500.0000,賣權,-,-,-,-,0,1740,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17600.0000,買權,-,-,-,-,0,165,1,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17600.0000,賣權,-,-,-,-,0,1830,0,-,-,-,-,,一般,
